"country","indicator","measure","Unit","Date","Value"
"Netherlands","Availability of latest technologies, 1-7 (best)","Value","Score, 1-7 best","2016",6.3
"Netherlands","Venture capital availability, 1-7 (best)","Value","Score, 1-7 best","2016",3.5
"Netherlands","Total tax rate, % profits","Value","%","2016",41
"Netherlands","No. days to start a business","Value","days","2016",4
"Netherlands","No. procedures to start a business","Value","Number","2016",4
"Netherlands","Intensity of local competition, 1-7 (best)","Value","Score, 1-7 best","2016",5.9
"Netherlands","Tertiary education gross enrollment rate, %","Value","%","2016",78.5
"Netherlands","Quality of management schools, 1-7 (best)","Value","Score, 1-7 best","2016",5.7
"Netherlands","Gov’t procurement of advanced tech, 1-7 (best)","Value","Score, 1-7 best","2016",3.9
"Netherlands","Readiness subindex","Value","Score, 1-7 best","2016",5.9
"Netherlands","Infrastructure","Value","Score, 1-7 best","2016",6.4
"Netherlands","Electricity production, kWh/capita","Value","KWh/Capita","2016",6002.9
"Netherlands","Mobile network coverage, % pop.","Value","%","2016",100
"Netherlands","Int’l Internet bandwidth, kb/s per user","Value","kb/s per user","2016",281.1
"Netherlands","Secure Internet servers/million pop.","Value","million pop","2016",2635.1
"Netherlands","Affordability","Value","Score, 1-7 best","2016",5
"Netherlands","Prepaid mobile cellular tariffs, PPP $/min.","Value","$/min.","2016",0.36
"Netherlands","Fixed broadband Internet tariffs, PPP $/month","Value","$/month","2016",39.38
"Netherlands","Internet & telephony competition, 0–2 (best)","Value","Score, 0-2 best","2016",2
"Netherlands","Skills","Value","Score, 1-7 best","2016",6.2
"Netherlands","Quality of educational system, 1-7 (best)","Value","Score, 1-7 best","2016",5.4
"Netherlands","Quality of math & science education, 1-7 (best)","Value","Score, 1-7 best","2016",5.5
"Netherlands","Secondary education gross enrollment rate, %","Value","%","2016",130.7
"Netherlands","Usage subindex","Value","Score, 1-7 best","2016",5.9
"Netherlands","Individual usage","Value","Score, 1-7 best","2016",6.6
"Netherlands","Mobile phone subscriptions/100 pop.","Value","100 pop.","2016",116.4
"Netherlands","Individuals using Internet, %","Value","%","2016",93.2
"Netherlands","Households w/ personal computer, %","Value","%","2016",97.6
"Netherlands","Households w/ Internet access, %","Value","%","2016",95.8
"Netherlands","Fixed broadband Internet subs/100 pop.","Value","100 pop.","2016",40.8
"Netherlands","Mobile broadband subs/100 pop.","Value","100 pop.","2016",69.2
"Netherlands","Use of virtual social networks, 1-7 (best)","Value","Score, 1-7 best","2016",6.6
"Netherlands","Business usage","Value","Score, 1-7 best","2016",5.8
"Netherlands","Firm-level technology absorption, 1-7 (best)","Value","Score, 1-7 best","2016",5.6
"Netherlands","Capacity for innovation, 1-7 (best)","Value","Score, 1-7 best","2016",5.2
"Netherlands","PCT patents, applications/million pop.","Value","million pop","2016",207.2
"Netherlands","Business-to-business Internet use, 1-7 (best)","Value","Score, 1-7 best","2016",6
"Netherlands","Business-to-consumer Internet use, 1-7 (best)","Value","Score, 1-7 best","2016",6
"Netherlands","Extent of staff training, 1-7 (best)","Value","Score, 1-7 best","2016",5.2
"Netherlands","Government usage","Value","Score, 1-7 best","2016",5.4
"Netherlands","Importance of ICTs to gov’t vision, 1-7 (best)","Value","Score, 0-1 best","2016",4.6
"Netherlands","Government Online Service Index, 0–1 (best)","Value","Score, 1-7 best","2016",0.93
"Netherlands","Gov’t success in ICT promotion, 1-7 (best)","Value","Score, 1-7 best","2016",4.9
"Netherlands","Impact subindex","Value","Score, 1-7 best","2016",6
"Netherlands","Economic impacts","Value","Score, 1-7 best","2016",5.8
"Netherlands","Impact of ICTs on new services & products, 1-7 (best)","Value","Score, 1-7 best","2016",5.8
"Netherlands","ICT PCT patents, applications/million pop.","Value","million pop","2016",59.1
"Netherlands","Impact of ICTs on new organizational models, 1-7 (best)","Value","Score, 1-7 best","2016",5.7
"Netherlands","Knowledge-intensive jobs, % workforce","Value","%","2016",46.4
"Netherlands","Social impacts","Value","Score, 1-7 best","2016",6.1
"Netherlands","Impact of ICTs on access to basic services, 1-7 (best)","Value","Score, 1-7 best","2016",6.2
"Netherlands","Internet access in schools, 1-7 (best)","Value","Score, 1-7 best","2016",6.1
"Netherlands","ICT use & gov’t efficiency, 1-7 (best)","Value","Score, 1-7 best","2016",5
"Netherlands","E-Participation Index, 0–1 (best)","Value","Score, 0-1 best","2016",1
"New Zealand","Networked Readiness Index","Value","Score, 1-7 best","2016",5.5
"New Zealand","Environment subindex","Value","Score, 1-7 best","2016",5.6
"New Zealand","Political and regulatory environment","Value","Score, 1-7 best","2016",5.9
"New Zealand","Effectiveness of law-making bodies, 1-7 (best)","Value","Score, 1-7 best","2016",5.8
"New Zealand","Laws relating to ICTs, 1-7 (best)","Value","Score, 1-7 best","2016",5.1
"New Zealand","Judicial independence, 1-7 (best)","Value","Score, 1-7 best","2016",6.7
"New Zealand","Efficiency of legal system in settling disputes, 1-7 (best)","Value","Score, 1-7 best","2016",5.7
"New Zealand","Efficiency of legal system in challenging regs, 1-7 (best)","Value","Score, 1-7 best","2016",5.5
"New Zealand","Intellectual property protection, 1-7 (best)","Value","Score, 1-7 best","2016",6.1
"New Zealand","Software piracy rate, % software installed","Value","%","2016",20
"New Zealand","No. procedures to enforce a contract","Value","Number","2016",30
"New Zealand","No. days to enforce a contract","Value","days","2016",216
"New Zealand","Business and innovation environment","Value","Score, 1-7 best","2016",5.4
"New Zealand","Availability of latest technologies, 1-7 (best)","Value","Score, 1-7 best","2016",5.9
"New Zealand","Venture capital availability, 1-7 (best)","Value","Score, 1-7 best","2016",4.1
"New Zealand","Total tax rate, % profits","Value","%","2016",34.3
"New Zealand","No. days to start a business","Value","days","2016",1
"New Zealand","No. procedures to start a business","Value","Number","2016",1
"New Zealand","Intensity of local competition, 1-7 (best)","Value","Score, 1-7 best","2016",5.7
"New Zealand","Tertiary education gross enrollment rate, %","Value","%","2016",79.7
"New Zealand","Quality of management schools, 1-7 (best)","Value","Score, 1-7 best","2016",5.2
"New Zealand","Gov’t procurement of advanced tech, 1-7 (best)","Value","Score, 1-7 best","2016",3.3
"New Zealand","Readiness subindex","Value","Score, 1-7 best","2016",5.9
"New Zealand","Infrastructure","Value","Score, 1-7 best","2016",6.8
"New Zealand","Electricity production, kWh/capita","Value","KWh/Capita","2016",9737.7
"New Zealand","Mobile network coverage, % pop.","Value","%","2016",97
"New Zealand","Int’l Internet bandwidth, kb/s per user","Value","kb/s per user","2016",95.1
"New Zealand","Secure Internet servers/million pop.","Value","million pop","2016",1211.2
"New Zealand","Affordability","Value","Score, 1-7 best","2016",4.6
"New Zealand","Prepaid mobile cellular tariffs, PPP $/min.","Value","$/min.","2016",0.33
"New Zealand","Fixed broadband Internet tariffs, PPP $/month","Value","$/month","2016",44.27
"New Zealand","Internet & telephony competition, 0–2 (best)","Value","Score, 0-2 best","2016",1.53
"New Zealand","Skills","Value","Score, 1-7 best","2016",6.2
"New Zealand","Quality of educational system, 1-7 (best)","Value","Score, 1-7 best","2016",5.4
"New Zealand","Quality of math & science education, 1-7 (best)","Value","Score, 1-7 best","2016",5.3
"New Zealand","Secondary education gross enrollment rate, %","Value","%","2016",117.2
"New Zealand","Usage subindex","Value","Score, 1-7 best","2016",5.5
"New Zealand","Individual usage","Value","Score, 1-7 best","2016",6.1
"New Zealand","Mobile phone subscriptions/100 pop.","Value","100 pop.","2016",112.1
"New Zealand","Individuals using Internet, %","Value","%","2016",85.5
"New Zealand","Households w/ personal computer, %","Value","%","2016",79.8
"New Zealand","Households w/ Internet access, %","Value","%","2016",79.8
"New Zealand","Fixed broadband Internet subs/100 pop.","Value","100 pop.","2016",31
"New Zealand","Mobile broadband subs/100 pop.","Value","100 pop.","2016",92.7
"New Zealand","Use of virtual social networks, 1-7 (best)","Value","Score, 1-7 best","2016",6.2
"New Zealand","Business usage","Value","Score, 1-7 best","2016",5
"New Zealand","Firm-level technology absorption, 1-7 (best)","Value","Score, 1-7 best","2016",5.8
"New Zealand","Capacity for innovation, 1-7 (best)","Value","Score, 1-7 best","2016",5.3
"New Zealand","PCT patents, applications/million pop.","Value","million pop","2016",78.3
"New Zealand","Business-to-business Internet use, 1-7 (best)","Value","Score, 1-7 best","2016",5.6
"New Zealand","Business-to-consumer Internet use, 1-7 (best)","Value","Score, 1-7 best","2016",5.6
"New Zealand","Extent of staff training, 1-7 (best)","Value","Score, 1-7 best","2016",4.9
"New Zealand","Government usage","Value","Score, 1-7 best","2016",5.4
"New Zealand","Importance of ICTs to gov’t vision, 1-7 (best)","Value","Score, 0-1 best","2016",5.2
"New Zealand","Government Online Service Index, 0–1 (best)","Value","Score, 1-7 best","2016",0.84
"New Zealand","Gov’t success in ICT promotion, 1-7 (best)","Value","Score, 1-7 best","2016",4.8
"New Zealand","Impact subindex","Value","Score, 1-7 best","2016",5
"New Zealand","Economic impacts","Value","Score, 1-7 best","2016",4.6
"New Zealand","Impact of ICTs on new services & products, 1-7 (best)","Value","Score, 1-7 best","2016",5.4
"New Zealand","ICT PCT patents, applications/million pop.","Value","million pop","2016",16.1
"New Zealand","Impact of ICTs on new organizational models, 1-7 (best)","Value","Score, 1-7 best","2016",5.1
"New Zealand","Knowledge-intensive jobs, % workforce","Value","%","2016",42.9
"New Zealand","Social impacts","Value","Score, 1-7 best","2016",5.4
"New Zealand","Impact of ICTs on access to basic services, 1-7 (best)","Value","Score, 1-7 best","2016",5.3
"New Zealand","Internet access in schools, 1-7 (best)","Value","Score, 1-7 best","2016",5.9
"New Zealand","ICT use & gov’t efficiency, 1-7 (best)","Value","Score, 1-7 best","2016",4.8
"New Zealand","E-Participation Index, 0–1 (best)","Value","Score, 0-1 best","2016",0.78
"Norway","Networked Readiness Index","Value","Score, 1-7 best","2016",5.8
"Norway","Environment subindex","Value","Score, 1-7 best","2016",5.5
"Norway","Political and regulatory environment","Value","Score, 1-7 best","2016",5.7
"Norway","Effectiveness of law-making bodies, 1-7 (best)","Value","Score, 1-7 best","2016",5.5
"Norway","Laws relating to ICTs, 1-7 (best)","Value","Score, 1-7 best","2016",5.5
"Norway","Judicial independence, 1-7 (best)","Value","Score, 1-7 best","2016",6.5
"Norway","Efficiency of legal system in settling disputes, 1-7 (best)","Value","Score, 1-7 best","2016",5.6
"Norway","Efficiency of legal system in challenging regs, 1-7 (best)","Value","Score, 1-7 best","2016",5.4
"Norway","Intellectual property protection, 1-7 (best)","Value","Score, 1-7 best","2016",5.8
"Norway","Software piracy rate, % software installed","Value","%","2016",25
"Norway","No. procedures to enforce a contract","Value","Number","2016",34
"Norway","No. days to enforce a contract","Value","days","2016",280
"Norway","Business and innovation environment","Value","Score, 1-7 best","2016",5.4
"Norway","Availability of latest technologies, 1-7 (best)","Value","Score, 1-7 best","2016",6.5
"Norway","Venture capital availability, 1-7 (best)","Value","Score, 1-7 best","2016",4.2
"Norway","Total tax rate, % profits","Value","%","2016",39.5
"Norway","No. days to start a business","Value","days","2016",4
"Norway","No. procedures to start a business","Value","Number","2016",4
"Norway","Intensity of local competition, 1-7 (best)","Value","Score, 1-7 best","2016",5.3
"Norway","Tertiary education gross enrollment rate, %","Value","%","2016",76.1
"Norway","Quality of management schools, 1-7 (best)","Value","Score, 1-7 best","2016",5.4
"Norway","Gov’t procurement of advanced tech, 1-7 (best)","Value","Score, 1-7 best","2016",4.1
"Norway","Readiness subindex","Value","Score, 1-7 best","2016",6.4
"Norway","Infrastructure","Value","Score, 1-7 best","2016",7
"Norway","Electricity production, kWh/capita","Value","KWh/Capita","2016",26319.9
"Norway","Mobile network coverage, % pop.","Value","%","2016",100
"Norway","Int’l Internet bandwidth, kb/s per user","Value","kb/s per user","2016",203.9
"Norway","Secure Internet servers/million pop.","Value","million pop","2016",1942
"Norway","Affordability","Value","Score, 1-7 best","2016",6.1
"Norway","Prepaid mobile cellular tariffs, PPP $/min.","Value","$/min.","2016",0.1
"Norway","Fixed broadband Internet tariffs, PPP $/month","Value","$/month","2016",34.8
"Norway","Internet & telephony competition, 0–2 (best)","Value","Score, 0-2 best","2016",2
"Norway","Skills","Value","Score, 1-7 best","2016",6
"Norway","Quality of educational system, 1-7 (best)","Value","Score, 1-7 best","2016",5.3
"Norway","Quality of math & science education, 1-7 (best)","Value","Score, 1-7 best","2016",4.9
"Norway","Secondary education gross enrollment rate, %","Value","%","2016",113
"Norway","Usage subindex","Value","Score, 1-7 best","2016",5.8
"Norway","Individual usage","Value","Score, 1-7 best","2016",6.7
"Norway","Mobile phone subscriptions/100 pop.","Value","100 pop.","2016",116.1
"Norway","Individuals using Internet, %","Value","%","2016",96.3
"Norway","Households w/ personal computer, %","Value","%","2016",95.4
"Norway","Households w/ Internet access, %","Value","%","2016",93.1
"Norway","Fixed broadband Internet subs/100 pop.","Value","100 pop.","2016",38.8
"Norway","Mobile broadband subs/100 pop.","Value","100 pop.","2016",88.8
"Norway","Use of virtual social networks, 1-7 (best)","Value","Score, 1-7 best","2016",6.6
"Norway","Business usage","Value","Score, 1-7 best","2016",5.5
"Norway","Firm-level technology absorption, 1-7 (best)","Value","Score, 1-7 best","2016",6.1
"Norway","Capacity for innovation, 1-7 (best)","Value","Score, 1-7 best","2016",5.2
"Norway","PCT patents, applications/million pop.","Value","million pop","2016",139.4
"Norway","Business-to-business Internet use, 1-7 (best)","Value","Score, 1-7 best","2016",5.9
"Norway","Business-to-consumer Internet use, 1-7 (best)","Value","Score, 1-7 best","2016",5.8
"Norway","Extent of staff training, 1-7 (best)","Value","Score, 1-7 best","2016",5.3
"Norway","Government usage","Value","Score, 1-7 best","2016",5.2
"Norway","Importance of ICTs to gov’t vision, 1-7 (best)","Value","Score, 0-1 best","2016",4.9
"Norway","Government Online Service Index, 0–1 (best)","Value","Score, 1-7 best","2016",0.76
"Norway","Gov’t success in ICT promotion, 1-7 (best)","Value","Score, 1-7 best","2016",5.1
"Norway","Impact subindex","Value","Score, 1-7 best","2016",5.6
"Norway","Economic impacts","Value","Score, 1-7 best","2016",5.4
"Norway","Impact of ICTs on new services & products, 1-7 (best)","Value","Score, 1-7 best","2016",5.6
"Norway","ICT PCT patents, applications/million pop.","Value","million pop","2016",36.8
"Norway","Impact of ICTs on new organizational models, 1-7 (best)","Value","Score, 1-7 best","2016",5.6
"Norway","Knowledge-intensive jobs, % workforce","Value","%","2016",50.7
"Norway","Social impacts","Value","Score, 1-7 best","2016",5.7
"Norway","Impact of ICTs on access to basic services, 1-7 (best)","Value","Score, 1-7 best","2016",6
"Norway","Internet access in schools, 1-7 (best)","Value","Score, 1-7 best","2016",6.3
"Norway","ICT use & gov’t efficiency, 1-7 (best)","Value","Score, 1-7 best","2016",5.4
"Norway","E-Participation Index, 0–1 (best)","Value","Score, 0-1 best","2016",0.69
"Portugal","Networked Readiness Index","Value","Score, 1-7 best","2016",4.9
"Portugal","Environment subindex","Value","Score, 1-7 best","2016",4.7
"Portugal","Political and regulatory environment","Value","Score, 1-7 best","2016",4.4
"Portugal","Effectiveness of law-making bodies, 1-7 (best)","Value","Score, 1-7 best","2016",3.9
"Portugal","Laws relating to ICTs, 1-7 (best)","Value","Score, 1-7 best","2016",5
"Portugal","Judicial independence, 1-7 (best)","Value","Score, 1-7 best","2016",4.6
"Portugal","Efficiency of legal system in settling disputes, 1-7 (best)","Value","Score, 1-7 best","2016",3
"Portugal","Efficiency of legal system in challenging regs, 1-7 (best)","Value","Score, 1-7 best","2016",3.4
"Portugal","Intellectual property protection, 1-7 (best)","Value","Score, 1-7 best","2016",4.7
"Portugal","Software piracy rate, % software installed","Value","%","2016",40
"Portugal","No. procedures to enforce a contract","Value","Number","2016",34
"Portugal","No. days to enforce a contract","Value","days","2016",547
"Portugal","Business and innovation environment","Value","Score, 1-7 best","2016",5.1
"Portugal","Availability of latest technologies, 1-7 (best)","Value","Score, 1-7 best","2016",6.1
"Portugal","Venture capital availability, 1-7 (best)","Value","Score, 1-7 best","2016",2.8
"Portugal","Total tax rate, % profits","Value","%","2016",41
"Portugal","No. days to start a business","Value","days","2016",3
"Portugal","No. procedures to start a business","Value","Number","2016",3
"Portugal","Intensity of local competition, 1-7 (best)","Value","Score, 1-7 best","2016",5.3
"Portugal","Tertiary education gross enrollment rate, %","Value","%","2016",66.2
"Portugal","Quality of management schools, 1-7 (best)","Value","Score, 1-7 best","2016",5.2
"Portugal","Gov’t procurement of advanced tech, 1-7 (best)","Value","Score, 1-7 best","2016",3.6
"Portugal","Readiness subindex","Value","Score, 1-7 best","2016",5.5
"Portugal","Infrastructure","Value","Score, 1-7 best","2016",5.1
"Portugal","Electricity production, kWh/capita","Value","KWh/Capita","2016",4832.4
"Portugal","Mobile network coverage, % pop.","Value","%","2016",99
"Portugal","Int’l Internet bandwidth, kb/s per user","Value","kb/s per user","2016",218.9
"Portugal","Secure Internet servers/million pop.","Value","million pop","2016",262.9
"Portugal","Affordability","Value","Score, 1-7 best","2016",5.9
"Portugal","Prepaid mobile cellular tariffs, PPP $/min.","Value","$/min.","2016",0.14
"Portugal","Fixed broadband Internet tariffs, PPP $/month","Value","$/month","2016",36.56
"Portugal","Internet & telephony competition, 0–2 (best)","Value","Score, 0-2 best","2016",2
"Portugal","Skills","Value","Score, 1-7 best","2016",5.6
"Portugal","Quality of educational system, 1-7 (best)","Value","Score, 1-7 best","2016",4.3
"Portugal","Quality of math & science education, 1-7 (best)","Value","Score, 1-7 best","2016",4.5
"Portugal","Secondary education gross enrollment rate, %","Value","%","2016",119.7
"Portugal","Adult literacy rate, %","Value","%","2016",95.7
"Portugal","Usage subindex","Value","Score, 1-7 best","2016",4.7
"Portugal","Individual usage","Value","Score, 1-7 best","2016",5.1
"Portugal","Mobile phone subscriptions/100 pop.","Value","100 pop.","2016",112.1
"Portugal","Individuals using Internet, %","Value","%","2016",64.6
"Portugal","Households w/ personal computer, %","Value","%","2016",69.4
"Portugal","Households w/ Internet access, %","Value","%","2016",64.9
"Portugal","Fixed broadband Internet subs/100 pop.","Value","100 pop.","2016",25.7
"Portugal","Mobile broadband subs/100 pop.","Value","100 pop.","2016",44.8
"Portugal","Use of virtual social networks, 1-7 (best)","Value","Score, 1-7 best","2016",5.9
"Portugal","Business usage","Value","Score, 1-7 best","2016",4.2
"Portugal","Firm-level technology absorption, 1-7 (best)","Value","Score, 1-7 best","2016",5.6
"Portugal","Capacity for innovation, 1-7 (best)","Value","Score, 1-7 best","2016",4.5
"Portugal","PCT patents, applications/million pop.","Value","million pop","2016",13.9
"Portugal","Business-to-business Internet use, 1-7 (best)","Value","Score, 1-7 best","2016",5.5
"Portugal","Business-to-consumer Internet use, 1-7 (best)","Value","Score, 1-7 best","2016",5.2
"Portugal","Extent of staff training, 1-7 (best)","Value","Score, 1-7 best","2016",4.1
"Portugal","Government usage","Value","Score, 1-7 best","2016",4.8
"Portugal","Importance of ICTs to gov’t vision, 1-7 (best)","Value","Score, 0-1 best","2016",4.7
"Portugal","Government Online Service Index, 0–1 (best)","Value","Score, 1-7 best","2016",0.64
"Portugal","Gov’t success in ICT promotion, 1-7 (best)","Value","Score, 1-7 best","2016",4.9
"Portugal","Impact subindex","Value","Score, 1-7 best","2016",4.7
"Portugal","Economic impacts","Value","Score, 1-7 best","2016",4.1
"Portugal","Impact of ICTs on new services & products, 1-7 (best)","Value","Score, 1-7 best","2016",5.5
"Portugal","ICT PCT patents, applications/million pop.","Value","million pop","2016",3
"Portugal","Impact of ICTs on new organizational models, 1-7 (best)","Value","Score, 1-7 best","2016",4.9
"Portugal","Knowledge-intensive jobs, % workforce","Value","%","2016",34.8
"Portugal","Social impacts","Value","Score, 1-7 best","2016",5.3
"Portugal","Impact of ICTs on access to basic services, 1-7 (best)","Value","Score, 1-7 best","2016",5.6
"Portugal","Internet access in schools, 1-7 (best)","Value","Score, 1-7 best","2016",5.4
"Portugal","ICT use & gov’t efficiency, 1-7 (best)","Value","Score, 1-7 best","2016",5.4
"Portugal","E-Participation Index, 0–1 (best)","Value","Score, 0-1 best","2016",0.65
"Singapore","Networked Readiness Index","Value","Score, 1-7 best","2016",6
"Singapore","Environment subindex","Value","Score, 1-7 best","2016",6
"Singapore","Political and regulatory environment","Value","Score, 1-7 best","2016",5.9
"Singapore","Effectiveness of law-making bodies, 1-7 (best)","Value","Score, 1-7 best","2016",6.3
"Singapore","Laws relating to ICTs, 1-7 (best)","Value","Score, 1-7 best","2016",5.7
"Singapore","Judicial independence, 1-7 (best)","Value","Score, 1-7 best","2016",5.5
"Singapore","Efficiency of legal system in settling disputes, 1-7 (best)","Value","Score, 1-7 best","2016",6.2
"Singapore","Efficiency of legal system in challenging regs, 1-7 (best)","Value","Score, 1-7 best","2016",5.2
"Singapore","Intellectual property protection, 1-7 (best)","Value","Score, 1-7 best","2016",6.2
"Singapore","Software piracy rate, % software installed","Value","%","2016",32
"Singapore","No. procedures to enforce a contract","Value","Number","2016",21
"Singapore","No. days to enforce a contract","Value","days","2016",150
"Singapore","Business and innovation environment","Value","Score, 1-7 best","2016",6
"Singapore","Availability of latest technologies, 1-7 (best)","Value","Score, 1-7 best","2016",6.2
"Singapore","Venture capital availability, 1-7 (best)","Value","Score, 1-7 best","2016",4.6
"Singapore","Total tax rate, % profits","Value","%","2016",18.4
"Singapore","No. days to start a business","Value","days","2016",3
"Singapore","No. procedures to start a business","Value","Number","2016",3
"Singapore","Intensity of local competition, 1-7 (best)","Value","Score, 1-7 best","2016",5.6
"Singapore","Tertiary education gross enrollment rate, %","Value","%","2016",82.7
"Singapore","Quality of management schools, 1-7 (best)","Value","Score, 1-7 best","2016",5.9
"Singapore","Gov’t procurement of advanced tech, 1-7 (best)","Value","Score, 1-7 best","2016",5
"Singapore","Readiness subindex","Value","Score, 1-7 best","2016",6.1
"Singapore","Infrastructure","Value","Score, 1-7 best","2016",6.6
"Singapore","Electricity production, kWh/capita","Value","KWh/Capita","2016",8883.5
"Singapore","Mobile network coverage, % pop.","Value","%","2016",100
"Singapore","Int’l Internet bandwidth, kb/s per user","Value","kb/s per user","2016",616.5
"Singapore","Secure Internet servers/million pop.","Value","million pop","2016",822.3
"Singapore","Affordability","Value","Score, 1-7 best","2016",5.3
"Singapore","Prepaid mobile cellular tariffs, PPP $/min.","Value","$/min.","2016",0.19
"Singapore","Fixed broadband Internet tariffs, PPP $/month","Value","$/month","2016",46.31
"Singapore","Internet & telephony competition, 0–2 (best)","Value","Score, 0-2 best","2016",2
"Singapore","Skills","Value","Score, 1-7 best","2016",6.5
"Singapore","Quality of educational system, 1-7 (best)","Value","Score, 1-7 best","2016",5.8
"Singapore","Quality of math & science education, 1-7 (best)","Value","Score, 1-7 best","2016",6.4
"Singapore","Secondary education gross enrollment rate, %","Value","%","2016",107.6
"Singapore","Adult literacy rate, %","Value","%","2016",96.8
"Singapore","Usage subindex","Value","Score, 1-7 best","2016",6
"Singapore","Individual usage","Value","Score, 1-7 best","2016",6.4
"Singapore","Mobile phone subscriptions/100 pop.","Value","100 pop.","2016",146.9
"Singapore","Individuals using Internet, %","Value","%","2016",82
"Singapore","Households w/ personal computer, %","Value","%","2016",88
"Singapore","Households w/ Internet access, %","Value","%","2016",88
"Singapore","Fixed broadband Internet subs/100 pop.","Value","100 pop.","2016",26.7
"Singapore","Mobile broadband subs/100 pop.","Value","100 pop.","2016",141.7
"Singapore","Use of virtual social networks, 1-7 (best)","Value","Score, 1-7 best","2016",6.4
"Singapore","Business usage","Value","Score, 1-7 best","2016",5.4
"Singapore","Firm-level technology absorption, 1-7 (best)","Value","Score, 1-7 best","2016",5.7
"Singapore","Capacity for innovation, 1-7 (best)","Value","Score, 1-7 best","2016",5.1
"Singapore","PCT patents, applications/million pop.","Value","million pop","2016",138.4
"Singapore","Business-to-business Internet use, 1-7 (best)","Value","Score, 1-7 best","2016",5.8
"Singapore","Business-to-consumer Internet use, 1-7 (best)","Value","Score, 1-7 best","2016",5.5
"Singapore","Extent of staff training, 1-7 (best)","Value","Score, 1-7 best","2016",5.4
"Singapore","Government usage","Value","Score, 1-7 best","2016",6.3
"Singapore","Importance of ICTs to gov’t vision, 1-7 (best)","Value","Score, 0-1 best","2016",5.9
"Singapore","Government Online Service Index, 0–1 (best)","Value","Score, 1-7 best","2016",0.99
"Singapore","Gov’t success in ICT promotion, 1-7 (best)","Value","Score, 1-7 best","2016",5.9
"Singapore","Impact subindex","Value","Score, 1-7 best","2016",6.1
"Singapore","Economic impacts","Value","Score, 1-7 best","2016",5.9
"Singapore","Impact of ICTs on new services & products, 1-7 (best)","Value","Score, 1-7 best","2016",5.8
"Singapore","ICT PCT patents, applications/million pop.","Value","million pop","2016",55.8
"Singapore","Impact of ICTs on new organizational models, 1-7 (best)","Value","Score, 1-7 best","2016",5.5
"Singapore","Knowledge-intensive jobs, % workforce","Value","%","2016",52.7
"Singapore","Social impacts","Value","Score, 1-7 best","2016",6.2
"Singapore","Impact of ICTs on access to basic services, 1-7 (best)","Value","Score, 1-7 best","2016",6.2
"Singapore","Internet access in schools, 1-7 (best)","Value","Score, 1-7 best","2016",6.3
"Singapore","ICT use & gov’t efficiency, 1-7 (best)","Value","Score, 1-7 best","2016",6.1
"Singapore","E-Participation Index, 0–1 (best)","Value","Score, 0-1 best","2016",0.9
"Slovak Republic","Networked Readiness Index","Value","Score, 1-7 best","2016",4.4
"Slovak Republic","Environment subindex","Value","Score, 1-7 best","2016",4.1
"Slovak Republic","Political and regulatory environment","Value","Score, 1-7 best","2016",3.7
"Slovak Republic","Effectiveness of law-making bodies, 1-7 (best)","Value","Score, 1-7 best","2016",3.4
"Slovak Republic","Laws relating to ICTs, 1-7 (best)","Value","Score, 1-7 best","2016",4.3
"Slovak Republic","Judicial independence, 1-7 (best)","Value","Score, 1-7 best","2016",2.6
"Slovak Republic","Efficiency of legal system in settling disputes, 1-7 (best)","Value","Score, 1-7 best","2016",2.2
"Slovak Republic","Efficiency of legal system in challenging regs, 1-7 (best)","Value","Score, 1-7 best","2016",2.4
"Slovak Republic","Intellectual property protection, 1-7 (best)","Value","Score, 1-7 best","2016",4.1
"Slovak Republic","Software piracy rate, % software installed","Value","%","2016",37
"Slovak Republic","No. procedures to enforce a contract","Value","Number","2016",33
"Slovak Republic","No. days to enforce a contract","Value","days","2016",705
"Slovak Republic","Business and innovation environment","Value","Score, 1-7 best","2016",4.4
"Slovak Republic","Availability of latest technologies, 1-7 (best)","Value","Score, 1-7 best","2016",5.5
"Slovak Republic","Venture capital availability, 1-7 (best)","Value","Score, 1-7 best","2016",2.9
"Slovak Republic","Total tax rate, % profits","Value","%","2016",51.2
"Slovak Republic","No. days to start a business","Value","days","2016",12
"Slovak Republic","No. procedures to start a business","Value","Number","2016",6
"Slovak Republic","Intensity of local competition, 1-7 (best)","Value","Score, 1-7 best","2016",5.5
"Slovak Republic","Tertiary education gross enrollment rate, %","Value","%","2016",54.4
"Slovak Republic","Quality of management schools, 1-7 (best)","Value","Score, 1-7 best","2016",3.8
"Slovak Republic","Gov’t procurement of advanced tech, 1-7 (best)","Value","Score, 1-7 best","2016",3.1
"Slovak Republic","Readiness subindex","Value","Score, 1-7 best","2016",5
"Slovak Republic","Infrastructure","Value","Score, 1-7 best","2016",4.2
"Slovak Republic","Electricity production, kWh/capita","Value","KWh/Capita","2016",5267.3
"Slovak Republic","Mobile network coverage, % pop.","Value","%","2016",100
"Slovak Republic","Int’l Internet bandwidth, kb/s per user","Value","kb/s per user","2016",11.5
"Slovak Republic","Secure Internet servers/million pop.","Value","million pop","2016",321.3
"Slovak Republic","Affordability","Value","Score, 1-7 best","2016",5.8
"Slovak Republic","Prepaid mobile cellular tariffs, PPP $/min.","Value","$/min.","2016",0.24
"Slovak Republic","Fixed broadband Internet tariffs, PPP $/month","Value","$/month","2016",29.8
"Slovak Republic","Internet & telephony competition, 0–2 (best)","Value","Score, 0-2 best","2016",1.88
"Slovak Republic","Skills","Value","Score, 1-7 best","2016",5
